Cik,Ticker,MultipleTickers,CompanyName
"1496139",,,"Delaine Corp"
"1577603",,,"Delanco Bancorp, Inc."
"896985","DEST","DEST","Destination Maternity Corp"
"1517992","DLPM","DLPM","Development Capital Group, Inc."
"1409197",,,"DiMi Telematics International, Inc."
"1320947","DMND","DMND","Diamond Foods Inc"
"1502966",,,"DigiPath,Inc."
"1127475",,,"Digital Brand Media & Marketing Group, Inc."
"1510326","DCIN","DCIN","Digital Cinema Destinations Corp."
"1065598",,,"DigitalTown, Inc."
"1579541",,,"Dinamo Corp"
"1435387",,,"Discovery Energy Corp."
"1497074",,,"Dixie Foods International, Inc"
"1308547","DLB","DLB","Dolby Laboratories, Inc."
"1365160",,,"Domark International Inc."
"1521065",,,"Drug Free Solution, Inc."
"1567520",,,"Dutchess Holdings Corp."
"1304730",,,"Dynamic Gold Corp."
"886328","EDIG","EDIG","E DIGITAL CORP"
"1543066",,,"E-WASTE CORP."
"1540400","EOPN","EOPN","E2open Inc"
"784539","EACO","EACO","EACO CORP"
"918646","EXP","EXP","EAGLE MATERIALS INC"
"10254","BSIC","BSIC,ESTE","EARTHSTONE ENERGY INC"
"350797","EV","EV,ETV,ETW","EATON VANCE CORP"
"1409885",,,"ECO Building Products, Inc."
"809933","EEI","EEI","ECOLOGY & ENVIRONMENT INC"
"880059","EDMC","EDMC","EDUCATION MANAGEMENT CORPORATION"
"31667","EDUC","EDUC","EDUCATIONAL DEVELOPMENT CORP"
"1448806",,,"EFLO ENERGY, INC."
"1450973",,,"EFT Holdings, Inc."
"1066194","EGAN","EGAN","EGAIN Corp"
"1549084",,,"EKSO BIONICS HOLDINGS, INC."
"1135202","ECPN","ECPN","EL CAPITAN PRECIOUS METALS INC"
"796124","ELDO","ELDO","ELDORADO ARTESIAN SPRINGS INC"
"914398","ESYS","ESYS","ELECSYS CORP"
"32166","ELRC","ELRC","ELECTRO RENT CORP"
"726514","ESIO","ESIO","ELECTRO SCIENTIFIC INDUSTRIES INC"
"712515","EA","EA","ELECTRONIC ARTS INC."
"803044",,,"ELECTRONIC CONTROL SECURITY INC"
"1053369","ELTP","ELTP","ELITE PHARMACEUTICALS INC /NV/"
"95052","RDEN","RDEN","ELIZABETH ARDEN INC"
"808326","EMKR","EMKR","EMCORE CORP"
"32604","EMR","EMR","EMERSON ELECTRIC CO"
"32621","MSN","MSN","EMERSON RADIO CORP"
"783005","EMMS","EMMS","EMMIS COMMUNICATIONS CORP"
"350917","ELX","ELX","EMULEX CORP /DE/"
"1177648","ENTA","ENTA","ENANTA PHARMACEUTICALS INC"
"930775","ECIA","ECIA","ENCISION INC"
"1511261",,,"ENDEAVOR IP, INC."
"1096752","EPC","EPC","EDGEWELL PERSONAL CARE Co"
"1271046",,,"ENERGY HOLDINGS INTERNATIONAL, INC."
"1343719",,,"Energy XXI Ltd"
"33002","EBF","EBF","ENNIS, INC."
"1449447",,,"ENTEST BIOMEDICAL, INC."
"1552946",,,"ENVIRO CLEANSE INC."
"1575345",,,"ENVOY GROUP CORP."
"1083706","EXNT","EXNT","ENXNET INC"
"316253","ENZ","ENZ","ENZO BIOCHEM INC"
"1084752","INVT","INVT","Inventergy Global, Inc."
"1564273",,,"IMMAGE BIOTHERAPEUTICS CORP."
"1022408","PLUS","PLUS","EPLUS INC"
"799235",,,"ERHC Energy Inc"
"862668","ESMC","ESMC","ESCALON MEDICAL CORP"
"866706","ESE","ESE","ESCO TECHNOLOGIES INC"
"33533","ESP","ESP","ESPEY MFG & ELECTRONICS CORP"
"1382230","ESSA","ESSA","ESSA Bancorp, Inc."
"1250897",,,"ESSENTIAL INNOVATIONS TECHNOLOGY CORP"
"1001250","EL","EL","ESTEE LAUDER COMPANIES INC"
"33619","ESL","ESL","ESTERLINE TECHNOLOGIES CORP"
"1437822",,,"ETERNITY HEALTHCARE INC."
"896156","ETH","ETH","ETHAN ALLEN INTERIORS INC"
"1006655","EPM","EPM","EVOLUTION PETROLEUM CORP"
"753568","EXAR","EXAR","EXAR CORP"
"201779",,,"EXCALIBUR INDUSTRIES"
"813781","XIDE","XIDE","EXIDE TECHNOLOGIES"
"1078271","EXTR","EXTR","EXTREME NETWORKS INC"
"876523","EZPW","EZPW","EZCORP INC"
"1478454","EBMT","EBMT","Eagle Bancorp Montana, Inc."
"1486297",,,"Earn-A-Car Inc."
"1529516",,,"Crimson Forest Entertainment Group Inc."
"1505364",,,"Eastern Acquisition Corp"
"1498622",,,"Easy Organic Cookery, Inc."
"1488917","ELMD","ELMD","Electromed, Inc."
"1552719","EMBR","EMBR","Embarr Downs, Inc."
"1577416",,,"Emerald Isle Explorations Ltd."
"1410708",,,"Emo Capital Corp."
"1482278",,,"Emoneco, Inc."
"1301704",,,"Go-Page Corp"
"1289308","ENS","ENS","EnerSys"
"1302084",,,"Energizer Resources, Inc."
"1551906",,,"Energizer Tennis Inc."
"1357971","ESA","ESA","Energy Services of America CORP"
"1346022",,,"Enertopia Corp."
"1547521",,,"Engage Mobility, Inc"
"1395400",,,"Enhance Skin Products Inc"
"1518720",,,"Enhance-Your-Reputation.com, Inc."
"65312","EVI","EVI","EnviroStar, Inc."
"1471968",,,"EnzymeBioSystems"
"1464766",,,"Epcylon Technologies, Inc."
"1517393",,,"Epicor Software Corp"
"836937",,,"Esio Water & Beverage Development Corp."
"1459287",,,"Essense Water, Inc."
"1501350","EKFC","EKFC","Eureka Financial Corp."
"1497033",,,"Europa Acquisition I, Inc."
"1585738",,,"Eye On Media Network, Inc."
"1048695","FFIV","FFIV","F5 NETWORKS INC"
"1013237","FDS","FDS","FACTSET RESEARCH SYSTEMS INC"
"814547","FICO","FICO","FAIR ISAAC CORP"
"34408","FDO","FDO","FAMILY DOLLAR STORES INC"
"34563","FARM","FARM","FARMER BROTHERS CO"
"730669","FCIC","FCIC","FCCC INC"
"230211",,,"FEDERAL EXPRESS CORP"
"1048911","FDX","FDX","FEDEX CORP"
"863894","FHCO","FHCO","FEMALE HEALTH CO"
"922360",,,"FERRELLGAS FINANCE CORP"
"922359",,,"FERRELLGAS L P"
"1012493",,,"FERRELLGAS PARTNERS FINANCE CORP"
"922358","FGP","FGP","FERRELLGAS PARTNERS L P"
"1094739","FNSR","FNSR","FINISAR CORP"
"886137","FINL","FINL","FINISH LINE INC /IN/"
"1504678",,,"Loop Industries, Inc."
"1081568",,,"FIRST ASIA HOLDINGS Ltd"
"1262279","FMD","FMD","FIRST MARBLEHEAD CORP"
"36840","FREVS","FREVS","FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY"
"1573590",,,"FIRST XERIS CORP."
"12040","BDL","BDL","FLANIGANS ENTERPRISES INC"
"37472","FLXS","FLXS","FLEXSTEEL INDUSTRIES INC"
"866374","FLEX","FLEX","FLEXTRONICS INTERNATIONAL LTD."
"1360564",,,"FOCUS GOLD Corp"
"355019","FONR","FONR","FONAR CORP"
"1168325",,,"FONU2 Inc."
"38074","FRX","FRX","Forest Laboratories, LLC"
"38264","FORD","FORD","FORWARD INDUSTRIES INC"
"1452804",,,"PEAK PHARMACEUTICALS, INC."
"886206","FC","FC","FRANKLIN COVEY CO"
"38777","BEN","BEN","FRANKLIN RESOURCES INC"
"722572","FKWL","FKWL","FRANKLIN WIRELESS CORP"
"93631","FOH","FOH","FREDERICK'S OF HOLLYWOOD GROUP INC /NY/"
"1557798",,,"FREEDOM PETROLEUM INC."
"1089319",,,"FREESTONE RESOURCES, INC."
"39020","FEIM","FEIM","FREQUENCY ELECTRONICS INC"
"39092","FRD","FRD","FRIEDMAN INDUSTRIES INC"
"39047","FRS","FRS","FRISCHS RESTAURANTS INC"
"886128","FCEL","FCEL","FUELCELL ENERGY INC"
"1527974",,,"FUHUIYUAN INTERNATIONAL HOLDINGS Ltd"
"39368","FUL","FUL","FULLER H B CO"
"1383729","FIO","FIO","FUSION-IO, INC."
"1321710",,,"FUTURA PICTURES, INC."
"1273988",,,"FUTUREWORLD ENERGY, INC.."
"1408710","FN","FN","Fabrinet"
"1477968",,,"Fairmount Bancorp, Inc."
"1555492",,,"Fairway Group Holdings Corp"
"1401859",,,"Falconridge Oil Technologies Corp."
"1567517",,,"Fern Holdings Corp."
"1585064","FGL","FGL","Fidelity & Guaranty Life"
"1414932","FSC","FSC,FSCE,FSCFL","Fifth Street Finance Corp."
"1577791","FSFR","FSFR","Fifth Street Senior Floating Rate Corp."
"1445883",,,"Firefish, Inc"
"1471271",,,"Firemans Contractors, Inc."
"1525306",,,"First America Resources Corp"
"1415305",,,"First Liberty Power Corp"
"1454725","VOLT","VOLT","Volt Solar Systems, Inc."
"1435508","FSFG","FSFG","First Savings Financial Group Inc"
"1543679",,,"First State Capital Investments, Inc"
"1502152",,,"First Titan Corp."
"1083743","FLUX","FLUX","Flux Power Holdings, Inc."
"1096275",,,"Franchise Holdings International, Inc."
"1505823","FRNK","FRNK","Franklin Financial Corp"
"1526689",,,"Fresh Healthy Vending International, Inc."
"1490013","FULL","FULL,FULLL","Full Circle Capital Corp"
"842722","DROP","DROP","Fuse Science, Inc."
"39648","GK","GK","G&K SERVICES INC"
"64472","GENC","GENC","GENCOR INDUSTRIES INC"
"40888","AJRD","AJRD","AEROJET ROCKETDYNE HOLDINGS, INC."
"886035","BGC","BGC","GENERAL CABLE CORP /DE/"
"40570","JOB","JOB","GENERAL EMPLOYMENT ENTERPRISES INC"
"1060910",,,"Cibolan Gold Corp"
"40704","GIS","GIS","GENERAL MILLS INC"
"1059784","GNBT","GNBT","GENEREX BIOTECHNOLOGY CORP"
"1001115","GEOS","GEOS","GEOSPACE TECHNOLOGIES CORP"
"719274","GIGA","GIGA","GIGA TRONICS INC"
"1542934",,,"GILAX, CORP."
"1143513","GLAD","GLAD","GLADSTONE CAPITAL CORP"
"1321741","GAIN","GAIN","GLADSTONE INVESTMENT CORPORATION\DE"
"1121901",,,"GLOBAL EARTH ENERGY, INC."
"1123360","GPN","GPN","GLOBAL PAYMENTS INC"
"1383571","GSM","GSM","GLOBE SPECIALTY METALS INC"
"1532424",,,"CANADIAN CANNABIS CORP."
"1561697",,,"GOLD RIDGE RESOURCES INC"
"42228","GLDC","GLDC","GOLDEN ENTERPRISES INC"
"1502555",,,"GOLDEN GLOBAL CORP."
"1206942",,,"GOLDEN GRAIN ENERGY"
"814904","GORV","GORV","GOLDEN RIVER RESOURCES CORP."
"319016",,,"Fuse Medical, Inc."
"825324","GTIM","GTIM","GOOD TIMES RESTAURANTS INC"
"716314","GHM","GHM","GRAHAM CORP"
"1417172",,,"GREEN DRAGON WOOD PRODUCTS, INC."
"1433966",,,"GREEN EARTH TECHNOLOGIES, INC"
"1443388",,,"GREEN HYGIENICS HOLDINGS INC."
"909954","GMCR","GMCR","KEURIG GREEN MOUNTAIN, INC."
"923120","GBX","GBX","GREENBRIER COMPANIES INC"
"1070524","GCBC","GCBC","GREENE COUNTY BANCORP INC"
"1542628",,,"GREENTECH MINING INTERNATIONAL, INC."
"1537274",,,"GREENWIND NRG INC"
"43920","GEF","GEF","GREIF INC"
"1088413","GLGI","GLGI","GREYSTONE LOGISTICS, INC."
"50725","GFF","GFF","GRIFFON CORP"
"1126741","GSIT","GSIT","GSI TECHNOLOGY INC"
"1341726",,,"GULFSLOPE ENERGY, INC."
"1552979",,,"Nhale, Inc."
"1403676",,,"GelTech Solutions, Inc."
"1519894",,,"General Agriculture Corp"
"1342287","GFN","GFN,GFNCP,GFNSL","General Finance CORP"
"1534525",,,"Xenetic Biosciences, Inc."
"1510518",,,"Genufood Energy Enzymes Corp."
"1560905",,,"Geo Point Resources, Inc."
"1524829",,,"Global Seed Corp"
"1511820",,,"Globe Net Wireless Corp."
"1493563","CBXX","CBXX","FlikMedia, Inc."
"1582576",,,"GOP & CO2, INC."
"1582586",,,"China Soar Information Technology, Inc."
"1371534",,,"Gold Dynamics Corp."
"1462013",,,"Gold Hill Resources, Inc."
"1463792",,,"Gold Torrent, Inc."
"1375348",,,"Golden Star Resource Corp."
"820771",,,"Goliath Film & Media Holdings"
"1476765","GBDC","GBDC","Golub Capital BDC, Inc."
"1181749",,,"Granite Falls Energy, LLC"
"1546589",,,"Gray Fox Petroleum Corp."
"1580836",,,"Green Supplements Online Inc"
"1491525",,,"Greenhouse Solutions Inc."
"1399306",,,"Grid Petroleum Corp."
"1492541",,,"Grizzly Gold Corp."
"1497055",,,"GroGenesis, Inc."
"1528396","GWRE","GWRE","Guidewire Software, Inc."
"12659","HRB","HRB","H&R BLOCK INC"
"313143","HAE","HAE","HAEMONETICS CORP"
"910406","HAIN","HAIN","HAIN CELESTIAL GROUP INC"
"1297223",,,"HANDENI GOLD INC."
"109177","HRG","HRG","HRG GROUP, INC."
"800459","HAR","HAR","HARMAN INTERNATIONAL INDUSTRIES INC /DE/"
"202058","HRS","HRS","HARRIS CORP /DE/"
"1472847",,,"HARRISON VICKERS & WATERMAN INC"
"930803","HAUP","HAUP","HAUPPAUGE DIGITAL INC"
"46250","HWKN","HWKN","HAWKINS INC"
"858655","HAYN","HAYN","HAYNES INTERNATIONAL INC"
"1003344","HW","HW","HEADWATERS INC"
"46619","HEI","HEI","HEICO CORP"
"916789","HELE","HELE","HELEN OF TROY LTD"
"46765","HP","HP","Helmerich & Payne, Inc."
"1145255","HNNA","HNNA","HENNESSY ADVISORS INC"
"779152","JKHY","JKHY","HENRY JACK & ASSOCIATES INC"
"47217","HPQ","HPQ","HP INC"
"881790","HFFC","HFFC","HF FINANCIAL CORP"
"887497","HITK","HITK","HI TECH PHARMACAL CO INC"
"47307","HICKA","HICKA","HICKOK INC"
"1371451",,,"HIGHWATER ETHANOL LLC"
"1137204",,,"HIPCRICKET, INC."
"859737","HOLX","HOLX","HOLOGIC INC"
"1409624",,,"HOMELAND RESOURCES LTD."
"48465","HRL","HRL","HORMEL FOODS CORP /DE/"
"882184","DHI","DHI","HORTON D R INC /DE/"
"357294","HOV","HOV,HOVNP","HOVNANIAN ENTERPRISES INC"
"315374","HURC","HURC","HURCO COMPANIES INC"
"772897","HTCH","HTCH","HUTCHINSON TECHNOLOGY INC"
"1425808",,,"HYDROCARB ENERGY CORP"
"937136",,,"HYPERDYNAMICS CORP"
"1551739","HBK","HBK","Hamilton Bancorp, Inc."
"1375320","HBNK","HBNK","Hampden Bancorp, Inc."
"1069680",,,"Hannover House, Inc."
"1531477",,,"Health Advance, Inc."
"1580262",,,"HealthTalk Live, Inc."
"1514682",,,"Healthcare Corp of America"
"1137005",,,"Healthient, Inc."
"1504912",,,"Hengyi International Industries Group Inc."
"1286964",,,"Heron Lake BioEnergy, LLC"
"1327195",,,"High Plains Gas, Inc."
"1445175",,,"HighLight Networks, Inc."
"47518","HRC","HRC","Hill-Rom Holdings, Inc."
"1417398","HI","HI","Hillenbrand, Inc."
"23666","HSH","HSH","Hillshire Brands Co"
"1578505",,,"Home Bancorp Wisconsin, Inc."
"1500375","HFBL","HFBL","Home Federal Bancorp, Inc. of Louisiana"
"1538263","HTBI","HTBI","HomeTrust Bancshares, Inc."
"1555571",,,"Homie Recipes, Inc."
"1315756",,,"Huayue Electronics, Inc."
"1496741",,,"HydroPhi Technologies Group, Inc."
"1438535",,,"Hydrodynex, Inc."
"1381054",,,"Hydrogen Future Corp"
"1481028",,,"Hypersolar, Inc."
"1590565",,,"ASIA EQUITY EXCHANGE GROUP, INC."
"1294632",,,"IASIS Healthcare LLC"
"1097718",,,"ICEWEB INC"
"1533455",,,"Aja Cannafacturing, Inc."
"1005731","IDT","IDT","IDT CORP"
"49728","IEC","IEC","IEC ELECTRONICS CORP"
"50292","IEHC","IEHC","IEH CORPORATION"
"1514743","IROQ","IROQ","IF Bancorp, Inc."
"1316360","IHS","IHS","IHS Inc."
"820318","IIVI","IIVI","II-VI INC"
"736822","BLUD","BLUD","IMMUCOR INC"
"855654","IMGN","IMGN","IMMUNOGEN INC"
"722830","IMMU","IMMU","IMMUNOMEDICS INC"
"1347870",,,"IMOGO MOBILE TECHNOLOGIES CORP."
"1068874",,,"IMPLANT SCIENCES CORP"
"1416090",,,"INCEPTION MINING INC."
"907045",,,"INDEPENDENCE TAX CREDIT PLUS L P II"
"940329",,,"INDEPENDENCE TAX CREDIT PLUS LP IV"
"1045547",,,"INDEPENDENT GASOLINE & OIL CO OF ROCHESTER"
"4187","IDSA","IDSA","INDUSTRIAL SERVICES OF AMERICA INC"
"1534628",,,"INFINITY REAL ESTATE HOLDINGS Corp"
"1129096",,,"INFITECH VENTURES INC"
"1223862","BLOX","BLOX","INFOBLOX INC"
"1383859",,,"INFRASTRUCTURE MATERIALS CORP."
"1380277",,,"INFRAX SYSTEMS, INC."
"50493","IMKTA","IMKTA","INGLES MARKETS INC"
"1190370",,,"INNOVATIVE DESIGNS INC"
"836690","ISSC","ISSC","INNOVATIVE SOLUTIONS & SUPPORT INC"
"1297965",,,"INOLIFE TECHNOLOGIES, INC."
"764401","IIIN","IIIN","INSTEEL INDUSTRIES INC"
"1018281","ITKG","ITKG","INTEGRAL TECHNOLOGIES INC"
"1016504","INB","INB","INTEGRATED BIOPHARMA INC"
"703361","IDTI","IDTI","INTEGRATED DEVICE TECHNOLOGY INC"
"1048268","IESC","IESC","IES Holdings, Inc."
"854701","ISSI","ISSI","INTEGRATED SILICON SOLUTION INC"
"1565430",,,"INTERACTIVE MULTI MEDIA AUCTION Corp"
"51011","ITDN","ITDN","INTERDYNE CO"
"69422","INTG","INTG","INTERGROUP CORP"
"781902",,,"INTERNATIONAL BALER CORP"
"890543",,,"INTERNATIONAL BARRIER TECHNOLOGY INC"
"353944","IGT","IGT","INTERNATIONAL GAME TECHNOLOGY"
"354813","ITSI","ITSI","INTERNATIONAL LOTTERY & TOTALIZATOR SYSTEMS INC"
"316793","IRF","IRF","INTERNATIONAL RECTIFIER CORP /DE/"
"1001279","GEEK","GEEK","INTERNET AMERICA INC"
"913760","INTL","INTL","INTL FCSTONE INC."
"896878","INTU","INTU","INTUIT INC"
"1001871","ICH","ICH","INVESTORS CAPITAL HOLDINGS LTD"
"798359","IRET","IRET","INVESTORS REAL ESTATE TRUST"
"1503538",,,"IPOWorld"
"1095133",,,"ISA INTERNATIONALE INC"
"357108",,,"ISC8 INC. /DE"
"863015","ISLE","ISLE","ISLE OF CAPRI CASINOS INC"
"350868","ITI","ITI","ITERIS, INC."
"860518","ITEX","ITEX","ITEX CORP"
"945699","IXYS","IXYS","IXYS CORP /DE/"
"1543395",,,"Idaho North Resources Corp."
"789944",,,"Independence Resources PLC"
"1425883",,,"Independent Film Development CORP"
"1326205","IGC","IGC","India Globalization Capital, Inc."
"1538123",,,"Infantly Available, Inc."
"1421538",,,"Infinity Augmented Reality, Inc."
"1556148",,,"Infor, Inc."
"841360",,,"Insulcrete, Inc."
"1402486",,,"KollagenX Corp."
"1337905",,,"Intellect Neurosciences, Inc."
"1577445",,,"Intellisense Solutions Inc."
"1554947",,,"Interups Inc"
"1587755","SNOW","SNOW","Intrawest Resorts Holdings, Inc."
"1294924","INVN","INVN","InvenSense Inc"
"862651",,,"Investview, Inc."
"1527727",,,"Iron Sands Corp."
"1393909",,,"Ironwood Gold Corp."
"1425919",,,"Islet Sciences, Inc"
"728387","ISR","ISR","IsoRay, Inc."
"785956","JJSF","JJSF","J&J SNACK FOODS CORP"
"1500242",,,"JA Energy"
"898293","JBL","JBL","JABIL CIRCUIT INC"
"807882","JACK","JACK","JACK IN THE BOX INC /NEW/"
"52988","JEC","JEC","JACOBS ENGINEERING GROUP INC /DE/"
"1133062",,,"JANEL CORP"
"895650",,,"JD International Ltd"
"912093","VIAV","VIAV","VIAVI SOLUTIONS INC."
"1222915","JFBI","JFBI","JEFFERSON BANCSHARES INC"
"885307","JCTCF","JCTCF","JEWETT CAMERON TRADING CO LTD"
"1542013",,,"JOEY NEW YORK, INC."
"53669","JCI","JCI","JOHNSON CONTROLS INC"
"788329","JOUT","JOUT","JOHNSON OUTDOORS INC"
"801898","JOY","JOY","JOY GLOBAL INC"
"1520007",,,"JOYMAIN INTERNATIONAL DEVELOPMENT GROUP INC."
"1528930","TAX","TAX","Liberty Tax, Inc."
"1021917",,,"JV GROUP, INC."
"1308710",,,"Jayhawk Energy, Inc."
"1213106",,,"Jetblack Corp"
"1517389",,,"Jiu Feng Investment Hong Kong Ltd"
"1470550",,,"Journal of Radiology, Inc."
"1559845",,,"JuQun,Inc."
"1157408","LRN","LRN","K12 INC"
"887730","KEM","KEM","KEMET CORP"
"55242","KMT","KMT","KENNAMETAL INC"
"55529","KEQU","KEQU","KEWAUNEE SCIENTIFIC CORP /DE/"
"906193","KTEC","KTEC","KEY TECHNOLOGY INC"
"719733","KTCC","KTCC","KEY TRONIC CORP"
"1045539",,,"KIANTONE PIPELINE CO"
"830253",,,"KIANTONE PIPELINE CORP"
"55772","KBALB","KBALB,KBAL","KIMBALL INTERNATIONAL INC"
"319201","KLAC","KLAC","KLA TENCOR CORP"
"1028215","KMG","KMG","KMG CHEMICALS INC"
"56679","KFY","KFY","KORN FERRY INTERNATIONAL"
"56701","KOSS","KOSS","KOSS CORP"
"56978","KLIC","KLIC","KULICKE & SOFFA INDUSTRIES INC"
"1045540",,,"KWIK FIL INC"
"1045541",,,"KWIK FILL CORP"
"1164888",,,"KYTO BIOPHARMA INC"
"1479239",,,"Kama Resources Inc."
"1295664","KRNY","KRNY","Kearny Financial Corp."
"1307989",,,"Kenergy Scientific, Inc."
"1297341","KFFB","KFFB","Kentucky First Federal Bancorp"
"1137083","LLEN","LLEN","L & L ENERGY, INC."
"57131","LZB","LZB","LA-Z-BOY INC"
"57183",,,"LACLEDE GAS CO"
"1126956","SR","SR","SPIRE INC"
"707549","LRCX","LRCX","LAM RESEARCH CORP"
"57515","LANC","LANC","LANCASTER COLONY CORP"
"825410","LDR","LDR","LANDAUER INC"
"1005286","LNDC","LNDC","LANDEC CORP \CA\"
"57725","LCI","LCI","LANNETT CO INC"
"1114925","LTRX","LTRX","LANTRONIX INC"
"1405227",,,"LAS VEGAS RAILWAY EXPRESS, INC."
"1002037","LTRE","LTRE","LEARNING TREE INTERNATIONAL, INC."
"58361","LEE","LEE","LEE ENTERPRISES, INC"
"1235096",,,"LEGACY TECHNOLOGY HOLDINGS, INC."
"704051","LM","LM","LEGG MASON, INC."
"58822","LCAR","LCAR","LESCARDEN INC"
"1348362",,,"LEXARIA CORP."
"1503161",,,"LIBERATED ENERGY, INC."
"17485",,,"LIBERATOR MEDICAL HOLDINGS, INC."
"1372336",,,"LIBERTY ENERGY CORP."
"1407583",,,"LIBERTY SILVER CORP"
"1531618",,,"LICONT, CORP."
"49534","LPHI","LPHI","LIFE PARTNERS HOLDINGS INC"
"1520118",,,"EMS FIND, INC."
"889971","LPTH","LPTH","LIGHTPATH TECHNOLOGIES INC"
"931058","TVL","TVL","LIN TELEVISION CORP"
"836157","LNN","LNN","LINDSAY CORP"
"791907","LLTC","LLTC","LINEAR TECHNOLOGY CORP /CA/"
"929351","LGF","LGF","LIONS GATE ENTERTAINMENT CORP /CN/"
"1235468","LQDT","LQDT","LIQUIDITY SERVICES INC"
"1045742","LIVE","LIVE","LIVE VENTURES Inc"
"1516551",,,"LOAD GUARD LOGISTICS, INC."
"1032975","LOGI","LOGI","LOGITECH INTERNATIONAL SA"
"1444275",,,"LOT78, INC."
"1491419",,,"LOTON, CORP"
"924383","LRAD","LRAD","LRAD Corp"
"1383875",,,"LRI HOLDINGS, INC."
"763532","LYTS","LYTS","LSI INDUSTRIES INC"
"357020","XCRA","XCRA","Xcerra Corp"
"16099","LUB","LUB","LUBYS INC"
"1309082","LEI","LEI","LUCAS ENERGY, INC."
"1402366",,,"LVB Acquisition, Inc."
"1506481",,,"LVFAR Green Technology Corp."
"1166220","LYRI","LYRI","LYRIS, INC."
"1126115",,,"LZG INTERNATIONAL, INC."
"1441082",,,"Lake Forest Minerals Inc."
"1402062",,,"Lake Victoria Mining Company, Inc."
"1577189",,,"FLASR, Inc."
"1442492",,,"Laredo Oil, Inc."
"1499871",,,"Laredo Resources Corp."
"1334699",,,"Li3 Energy, Inc."
"1374567",,,"Liberator, Inc."
"1424030",,,"Liberty Coal Energy Corp."
"1556377",,,"Life Stem Genetics Inc."
"849146","LFVN","LFVN","Lifevantage Corp"
"1385508",,,"OPIANT PHARMACEUTICALS, INC."
"1342423","LMNR","LMNR","Limoneira CO"
"1350420",,,"Lincolnway Energy, LLC"
"1552358",,,"Line Up Advertisement, Inc."
"1550518",,,"Lion Consulting Group Inc."
"1375576",,,"Lithium Exploration Group, Inc."
"1559057",,,"Live Brands, Inc."
"1383196",,,"Location Based Technologies, Inc."
"1471717",,,"Logan Sound, Inc."
"1072248",,,"M LINE HOLDINGS INC"
"1493594","MTSI","MTSI","M/A-COM Technology Solutions Holdings, Inc."
"1572699",,,"MACCO INTERNATIONAL CORP"
"1088162","MCZ","MCZ","MAD CATZ INTERACTIVE INC"
"61398","MPET","MPET","MAGELLAN PETROLEUM CORP /DE/"
"895464",,,"MAGNA LAB INC"
"1076682","COOL","COOL","MAJESCO ENTERTAINMENT CO"
"1550603","MLVF","MLVF","MALVERN BANCORP, INC."
"832488","MAMS","MAMS","MAM SOFTWARE GROUP, INC."
"62234","MCS","MCS","MARCUS CORP"
"62362","MARPS","MARPS","MARINE PETROLEUM TRUST"
"1057060","HZO","HZO","MARINEMAX INC"
"1537511",,,"PROGRESSIVE GREEN SOLUTIONS, INC."
"1117228","MMGW","MMGW","MASS MEGAWATTS WIND POWER INC"
"755003","MASC","MASC","MATERIAL SCIENCES CORP"
"866273","MTRX","MTRX","MATRIX SERVICE CO"
"63296","MATW","MATW","MATTHEWS INTERNATIONAL CORP"
"743316","MXIM","MXIM","MAXIM INTEGRATED PRODUCTS INC"
"1032220","MMS","MMS","MAXIMUS INC"
"54187","MAYS","MAYS","MAYS J W INC"
"63754","MKC","MKC","MCCORMICK & CO INC"
"927653","MCK","MCK","MCKESSON CORP"
"748270","MDCI","MDCI","MEDICAL ACTION INDUSTRIES INC"
"1112372","MDLH","MDLH","MEDICAL INTERNATIONAL TECHNOLOGY INC"
"64670","MDT","MDT","MEDTRONIC INC"
"1262104","MSHL","MSHL,MEIP","MEI Pharma, Inc."
"835662",,,"MERCARI COMMUNICATIONS GROUP LTD"
"1049521","MRCY","MRCY","MERCURY SYSTEMS INC"
"65011","MDP","MDP","MEREDITH CORP"
"794172","VIVO","VIVO","MERIDIAN BIOSCIENCE INC"
"1113256","MTOR","MTOR","MERITOR INC"
"724004","MLAB","MLAB","MESA LABORATORIES INC /CO"
"907471","CASH","CASH","META FINANCIAL GROUP INC"
"1508786",,,"META GOLD, INC."
"65270","MEI","MEI","METHODE ELECTRONICS INC"
"32567",,,"METWOOD INC"
"66418","MXC","MXC","MEXCO ENERGY CORP"
"815093","MGCD","MGCD","MGC DIAGNOSTICS Corp"
"808015","MMTC","MMTC","MICRO IMAGING TECHNOLOGY, INC."
"1413488",,,"MICROCHANNEL TECHNOLOGIES CORP"
"827054","MCHP","MCHP","MICROCHIP TECHNOLOGY INC"
"1329136",,,"MICROELECTRONICS TECHNOLOGY Co"
"723125","MU","MU","MICRON TECHNOLOGY INC"
"320345","MCRS","MCRS","MICROS SYSTEMS INC"
"310568","MSCC","MSCC","MICROSEMI CORP"
